"hrtf_type","dataset","subject","name_gui","name_short","url","url_alternative","gdrive_url_max","gdrive_url_high","flip_polarity","highest_res","limited_res","ash_version_reference","local_version","gain","flip_azimuths_fb","flip_polarity_original","name_gui_original","name_short_original","default","description","hrtf_index","hrtf_index_max","npy_included_high","npy_included_max"
"Human Listener","SADIE","H4","H4","SADIE-H4","https://sofacoustics.org/data/database/sadie/H4_48K_24bit_256tap_FIR_SOFA.sofa","https://drive.google.com/file/d/192kL_TvT7AIrWJ7m0Nnh9EREA-_HTTlY/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"1056",,"no",
"Human Listener","SADIE","H5","H5","SADIE-H5","https://sofacoustics.org/data/database/sadie/H5_48K_24bit_256tap_FIR_SOFA.sofa","https://drive.google.com/file/d/1kmvaMktTLmlb75Evn-6EfmmKHfns47ek/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"1057",,"no",
"Human Listener","SADIE","H6","H6","SADIE-H6","https://sofacoustics.org/data/database/sadie/H6_48K_24bit_256tap_FIR_SOFA.sofa","https://drive.google.com/file/d/1_OqytxocfLyLA-XkRyHrYD6nHwQRwUxm/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"1058",,"no",
"Human Listener","SADIE","H7","H7","SADIE-H7","https://sofacoustics.org/data/database/sadie/H7_48K_24bit_256tap_FIR_SOFA.sofa","https://drive.google.com/file/d/1aX5ruxJ9g5aYJHNrAedvfM9SNSIhCCdL/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"1059",,"no",
"Human Listener","SADIE","H8","H8","SADIE-H8","https://sofacoustics.org/data/database/sadie/H8_48K_24bit_256tap_FIR_SOFA.sofa","https://drive.google.com/file/d/1JGWGkwhEbv-FJs1Gqluuc__uIgMATncI/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"1060",,"no",
"Human Listener","SADIE","H9","H9","SADIE-H9","https://sofacoustics.org/data/database/sadie/H9_48K_24bit_256tap_FIR_SOFA.sofa","https://drive.google.com/file/d/1-ABPesPJTgmHVCJdDJtqe2IhvL1xVCBS/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.0",,"no","no",,,,,"1061",,"no",
"Human Listener","SS2","AKO536081622","AKO536081622","SS2-AKO536081622","https://sofacoustics.org/data/database/ss2/AKO536081622_1_processed.sofa","https://drive.google.com/file/d/1yE_QxP8DLC0TYRnscJMWlO2BHmwYpYKT/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1062",,"no",
"Human Listener","SS2","BUB159081822","BUB159081822","SS2-BUB159081822","https://sofacoustics.org/data/database/ss2/BUB159081822_1_processed.sofa","https://drive.google.com/file/d/1fn_SvcWCGctHZ15G61mr_uHnwFiRFsXE/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1063",,"no",
"Human Listener","SS2","CMG693051023","CMG693051023","SS2-CMG693051023","https://sofacoustics.org/data/database/ss2/CMG693051023_1_processed.sofa","https://drive.google.com/file/d/1xKZlpxlPmOLcdxjpHgqf0gId9hdV_nF8/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1064",,"no",
"Human Listener","SS2","COT602081722","COT602081722","SS2-COT602081722","https://sofacoustics.org/data/database/ss2/COT602081722_1_processed.sofa","https://drive.google.com/file/d/1udr8o2iCSJiA7HyHhhuVRF50Pg6DbbRI/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1065",,"no",
"Human Listener","SS2","EJT977101122","EJT977101122","SS2-EJT977101122","https://sofacoustics.org/data/database/ss2/EJT977101122_1_processed.sofa","https://drive.google.com/file/d/1vf-jMX7aT2hLt2bOK4LFlJVuMMKewV3B/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1066",,"no",
"Human Listener","SS2","EUN348081622","EUN348081622","SS2-EUN348081622","https://sofacoustics.org/data/database/ss2/EUN348081622_1_processed.sofa","https://drive.google.com/file/d/1p8Ubbv2axnvZhfwMi-utQ1gnR63y0K4D/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1067",,"no",
"Human Listener","SS2","FBH488081722","FBH488081722","SS2-FBH488081722","https://sofacoustics.org/data/database/ss2/FBH488081722_1_processed.sofa","https://drive.google.com/file/d/1GDBG8OpdPtWXG8dFx3j_kei63NRxwccA/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1068",,"no",
"Human Listener","SS2","FQC953081622","FQC953081622","SS2-FQC953081622","https://sofacoustics.org/data/database/ss2/FQC953081622_2_processed.sofa","https://drive.google.com/file/d/1BW17-afOzjIhhPBmNj1qW3Ms7IzKTFqc/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1069",,"no",
"Human Listener","SS2","FZK611081622","FZK611081622","SS2-FZK611081622","https://sofacoustics.org/data/database/ss2/FZK611081622_1_processed.sofa","https://drive.google.com/file/d/1q6LHDoCYD87HVQ3XPnKkKoWo_yWbWTWy/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1070",,"no",
"Human Listener","SS2","GUD828081522","GUD828081522","SS2-GUD828081522","https://sofacoustics.org/data/database/ss2/GUD828081522_1_processed.sofa","https://drive.google.com/file/d/1FFHjX2nIl66uAx5rgbsfQQLc6TJpHaPi/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1071",,"no",
"Human Listener","SS2","GZG014081722","GZG014081722","SS2-GZG014081722","https://sofacoustics.org/data/database/ss2/GZG014081722_1_processed.sofa","https://drive.google.com/file/d/1cLVnZz5m6scy9Gh3WUd2nn3rYm9DzSbE/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1072",,"no",
"Human Listener","SS2","GZU544081522","GZU544081522","SS2-GZU544081522","https://sofacoustics.org/data/database/ss2/GZU544081522_1_processed.sofa","https://drive.google.com/file/d/1LcNTkVtuKymafiI5KKBi7SyWOu-NqOQK/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1073",,"no",
"Human Listener","SS2","HBB984081722","HBB984081722","SS2-HBB984081722","https://sofacoustics.org/data/database/ss2/HBB984081722_1_processed.sofa","https://drive.google.com/file/d/1_GPTwTzcK3xp-DydnUOs4L4zoEMJ4Te4/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1074",,"no",
"Human Listener","SS2","HCU225081522","HCU225081522","SS2-HCU225081522","https://sofacoustics.org/data/database/ss2/HCU225081522_1_processed.sofa","https://drive.google.com/file/d/1fK13pzWv0PZhxln2lRw3-MvZ6rbFJH_b/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1075",,"no",
"Human Listener","SS2","HOK210081622","HOK210081622","SS2-HOK210081622","https://sofacoustics.org/data/database/ss2/HOK210081622_1_processed.sofa","https://drive.google.com/file/d/17bg92U8w-hLNgHOZyj3yydODoUVMWQWT/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1076",,"no",
"Human Listener","SS2","HWU617081622","HWU617081622","SS2-HWU617081622","https://sofacoustics.org/data/database/ss2/HWU617081622_1_processed.sofa","https://drive.google.com/file/d/1MySFGrULNTzQ8zZjQE5doh2YkyfkGvvt/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1077",,"no",
"Human Listener","SS2","IOR059081622","IOR059081622","SS2-IOR059081622","https://sofacoustics.org/data/database/ss2/IOR059081622_1_processed.sofa","https://drive.google.com/file/d/1YZK_HuV1VSm8V96i4svim_fMvB-dO-aD/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1078",,"no",
"Human Listener","SS2","IXJ675081622","IXJ675081622","SS2-IXJ675081622","https://sofacoustics.org/data/database/ss2/IXJ675081622_1_processed.sofa","https://drive.google.com/file/d/12HvdQJKBAJ4xtQM8HO_dcKKg-npHFmiQ/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1079",,"no",
"Human Listener","SS2","IYW637081622","IYW637081622","SS2-IYW637081622","https://sofacoustics.org/data/database/ss2/IYW637081622_1_processed.sofa","https://drive.google.com/file/d/1nxVYF6ZDaPqJAMPxzfRYMZbQ9CXOUuO_/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1080",,"no",
"Human Listener","SS2","JBB657081722","JBB657081722","SS2-JBB657081722","https://sofacoustics.org/data/database/ss2/JBB657081722_1_processed.sofa","https://drive.google.com/file/d/1uxw8paEAKokC285nORNVJS1sGqcShGBy/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1081",,"no",
"Human Listener","SS2","JLG200080922","JLG200080922","SS2-JLG200080922","https://sofacoustics.org/data/database/ss2/JLG200080922_1_processed.sofa","https://drive.google.com/file/d/1XetLmvmod61VABh0OGBPkr0C8wiZXP8n/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1082",,"no",
"Human Listener","SS2","JLI019081522","JLI019081522","SS2-JLI019081522","https://sofacoustics.org/data/database/ss2/JLI019081522_1_processed.sofa","https://drive.google.com/file/d/1K4boCNaIExLf_exaX5znstC7wj6u_1v9/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1083",,"no",
"Human Listener","SS2","KHV185081622","KHV185081622","SS2-KHV185081622","https://sofacoustics.org/data/database/ss2/KHV185081622_1_processed.sofa","https://drive.google.com/file/d/1VdTrUrEgzDalucUnsC6-beLvbRd9D89t/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1084",,"no",
"Human Listener","SS2","KOO057081822","KOO057081822","SS2-KOO057081822","https://sofacoustics.org/data/database/ss2/KOO057081822_1_processed.sofa","https://drive.google.com/file/d/1td1aBWpeCFj8ArtdQDLbP2XyCy1UZqAn/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1085",,"no",
"Human Listener","SS2","LVW279081722","LVW279081722","SS2-LVW279081722","https://sofacoustics.org/data/database/ss2/LVW279081722_1_processed.sofa","https://drive.google.com/file/d/1xKWOQK26X3CQNPqrwypoFo-aXwXC2i54/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1086",,"no",
"Human Listener","SS2","MNI803081722","MNI803081722","SS2-MNI803081722","https://sofacoustics.org/data/database/ss2/MNI803081722_1_processed.sofa","https://drive.google.com/file/d/1xGeYFt8GV_l9V-6icaJAcAUof8isYHa6/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1087",,"no",
"Human Listener","SS2","MOH405081622","MOH405081622","SS2-MOH405081622","https://sofacoustics.org/data/database/ss2/MOH405081622_1_processed.sofa","https://drive.google.com/file/d/1PMmTWdp-_k1kJfBSIyg0xRUbXFch_lZ7/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1088",,"no",
"Human Listener","SS2","MQJ641081522","MQJ641081522","SS2-MQJ641081522","https://sofacoustics.org/data/database/ss2/MQJ641081522_1_processed.sofa","https://drive.google.com/file/d/1EOYQBfNrl1WCePELOa-EYkXLEdR8ZGkm/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1089",,"no",
"Human Listener","SS2","NRP003081522","NRP003081522","SS2-NRP003081522","https://sofacoustics.org/data/database/ss2/NRP003081522_1_processed.sofa","https://drive.google.com/file/d/1l81fU7qgNkGxT3M4u9GAMIiCYM8daS7S/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1090",,"no",
"Human Listener","SS2","OGM906081722","OGM906081722","SS2-OGM906081722","https://sofacoustics.org/data/database/ss2/OGM906081722_1_processed.sofa","https://drive.google.com/file/d/1CtqR_Sp-OdAiA4tjs8jf_cFp8GwVojwN/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1091",,"no",
"Human Listener","SS2","OOF575100722","OOF575100722","SS2-OOF575100722","https://sofacoustics.org/data/database/ss2/OOF575100722_1_processed.sofa","https://drive.google.com/file/d/1L8zzRwP3jdmpZLSUGwKfJBGsFWUJ1LvG/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1092",,"no",
"Human Listener","SS2","PJE665081822","PJE665081822","SS2-PJE665081822","https://sofacoustics.org/data/database/ss2/PJE665081822_1_processed.sofa","https://drive.google.com/file/d/1faWQDbmMBDNZaT5wnwbl6CAwmSGpQNry/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1093",,"no",
"Human Listener","SS2","PJY918051023","PJY918051023","SS2-PJY918051023","https://sofacoustics.org/data/database/ss2/PJY918051023_1_processed.sofa","https://drive.google.com/file/d/1Ap4zGXQ4Gzd-0yTQ-HTDaLp7ytgC0kmb/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1094",,"no",
"Human Listener","SS2","POR672081622","POR672081622","SS2-POR672081622","https://sofacoustics.org/data/database/ss2/POR672081622_1_processed.sofa","https://drive.google.com/file/d/1yHDQBZIH0hLrBU9dHiT4f5W8zWFFao4R/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1095",,"no",
"Human Listener","SS2","PPN987081122","PPN987081122","SS2-PPN987081122","https://sofacoustics.org/data/database/ss2/PPN987081122_1_processed.sofa","https://drive.google.com/file/d/1Xa3yUIthngPY98MGa5vEUhgaP_ZqLfUX/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1096",,"no",
"Human Listener","SS2","PQJ985072122","PQJ985072122","SS2-PQJ985072122","https://sofacoustics.org/data/database/ss2/PQJ985072122_3_processed.sofa","https://drive.google.com/file/d/1j_ayiYFsQs36rmBgUQp87xn-FCSlPyB1/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1097",,"no",
"Human Listener","SS2","QGJ131081822","QGJ131081822","SS2-QGJ131081822","https://sofacoustics.org/data/database/ss2/QGJ131081822_1_processed.sofa","https://drive.google.com/file/d/1AhErYmlUzuy3_O_fQmBSpq46z_iOOsDQ/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1098",,"no",
"Human Listener","SS2","QNI294051123","QNI294051123","SS2-QNI294051123","https://sofacoustics.org/data/database/ss2/QNI294051123_1_processed.sofa","https://drive.google.com/file/d/1jfmmClULdUA5H6AUm17oMaT83Iue60QQ/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1099",,"no",
"Human Listener","SS2","QPX717101022","QPX717101022","SS2-QPX717101022","https://sofacoustics.org/data/database/ss2/QPX717101022_1_processed.sofa","https://drive.google.com/file/d/1AIgVZaFKeM-5cwz9kk12yavvr7_50CbS/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1100",,"no",
"Human Listener","SS2","QQR405081722","QQR405081722","SS2-QQR405081722","https://sofacoustics.org/data/database/ss2/QQR405081722_1_processed.sofa","https://drive.google.com/file/d/1VUif6AAM0wF99rytVKZWMX2IoX1OyfPL/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1101",,"no",
"Human Listener","SS2","RDE379081522","RDE379081522","SS2-RDE379081522","https://sofacoustics.org/data/database/ss2/RDE379081522_1_processed.sofa","https://drive.google.com/file/d/1kSw9FvKOxOCpokVOkKS6IdNLLx1p1A-0/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1102",,"no",
"Human Listener","SS2","RLL157081522","RLL157081522","SS2-RLL157081522","https://sofacoustics.org/data/database/ss2/RLL157081522_1_processed.sofa","https://drive.google.com/file/d/1tXwLQD8zYkaIPm14tyKTY2Qu0hjr6-sc/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1103",,"no",
"Human Listener","SS2","RRD744081822","RRD744081822","SS2-RRD744081822","https://sofacoustics.org/data/database/ss2/RRD744081822_1_processed.sofa","https://drive.google.com/file/d/16aJy6X3lvDZISWy2N4ApaNDTwJOXiOmq/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1104",,"no",
"Human Listener","SS2","SEX395081822","SEX395081822","SS2-SEX395081822","https://sofacoustics.org/data/database/ss2/SEX395081822_1_processed.sofa","https://drive.google.com/file/d/1MYOJWrMCrIaPbkc_nfNGvHADCfAVgox7/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1105",,"no",
"Human Listener","SS2","SJN145081522","SJN145081522","SS2-SJN145081522","https://sofacoustics.org/data/database/ss2/SJN145081522_1_processed.sofa","https://drive.google.com/file/d/1QA6tiKvsIQn4JjSYDzqFIm4nlSOY77tm/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1106",,"no",
"Human Listener","SS2","SKA804081722","SKA804081722","SS2-SKA804081722","https://sofacoustics.org/data/database/ss2/SKA804081722_1_processed.sofa","https://drive.google.com/file/d/17RQcYtCA3RdJuWVIbhIPR6tFoovFKQUP/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1107",,"no",
"Human Listener","SS2","SMT489080922","SMT489080922","SS2-SMT489080922","https://sofacoustics.org/data/database/ss2/SMT489080922_1_processed.sofa","https://drive.google.com/file/d/1CC0_IHH_BCGpLRNJWGUdGyrEHBMu7OS1/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1108",,"no",
"Human Listener","SS2","SOL257081722","SOL257081722","SS2-SOL257081722","https://sofacoustics.org/data/database/ss2/SOL257081722_1_processed.sofa","https://drive.google.com/file/d/1smHplmdJr_7VxG9dDfhidr10HjWJFTBb/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1109",,"no",
"Human Listener","SS2","SSQ718081822","SSQ718081822","SS2-SSQ718081822","https://sofacoustics.org/data/database/ss2/SSQ718081822_1_processed.sofa","https://drive.google.com/file/d/1vCDQeu_jgm8bB1qZgMVioWZSyDEWcKqs/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1110",,"no",
"Human Listener","SS2","TYC411081722","TYC411081722","SS2-TYC411081722","https://sofacoustics.org/data/database/ss2/TYC411081722_1_processed.sofa","https://drive.google.com/file/d/1362YbE0uTqooS3EMqyA471jB0nIZmFRP/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1111",,"no",
"Human Listener","SS2","UIF545081522","UIF545081522","SS2-UIF545081522","https://sofacoustics.org/data/database/ss2/UIF545081522_1_processed.sofa","https://drive.google.com/file/d/1S7G2Pynk42L_2M_WCKD0k5QILXZrnEny/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1112",,"no",
"Human Listener","SS2","UKW537081622","UKW537081622","SS2-UKW537081622","https://sofacoustics.org/data/database/ss2/UKW537081622_1_processed.sofa","https://drive.google.com/file/d/13J-QwVlH2Xho4JnulJq2ses6mzBBt3va/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1113",,"no",
"Human Listener","SS2","ULH362081522","ULH362081522","SS2-ULH362081522","https://sofacoustics.org/data/database/ss2/ULH362081522_1_processed.sofa","https://drive.google.com/file/d/14XoAAGUvWgCpss-0d49yYI7EwGbOkfuA/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1114",,"no",
"Human Listener","SS2","UZR900081822","UZR900081822","SS2-UZR900081822","https://sofacoustics.org/data/database/ss2/UZR900081822_1_processed.sofa","https://drive.google.com/file/d/1rSPScYLf21NKWhPX1XxF7HKXO1brlRDK/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1115",,"no",
"Human Listener","SS2","VBW130081622","VBW130081622","SS2-VBW130081622","https://sofacoustics.org/data/database/ss2/VBW130081622_1_processed.sofa","https://drive.google.com/file/d/1dsau63esahnRTmgmio_9a9AlfvNOhS-D/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1116",,"no",
"Human Listener","SS2","VIE999081522","VIE999081522","SS2-VIE999081522","https://sofacoustics.org/data/database/ss2/VIE999081522_2_processed.sofa","https://drive.google.com/file/d/1vEWQNiVrv6DRjvxm0P32ncAFcNDUNUZI/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1117",,"no",
"Human Listener","SS2","VME214081022","VME214081022","SS2-VME214081022","https://sofacoustics.org/data/database/ss2/VME214081022_1_processed.sofa","https://drive.google.com/file/d/1Skc2unk4WUztdxl1Ik4uJnpuWAM-COvo/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1118",,"no",
"Human Listener","SS2","VPU492081722","VPU492081722","SS2-VPU492081722","https://sofacoustics.org/data/database/ss2/VPU492081722_1_processed.sofa","https://drive.google.com/file/d/1WVtyytmbe3qR-N5w-DXl4aWwOBnCQv58/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1119",,"no",
"Human Listener","SS2","VTB342081822","VTB342081822","SS2-VTB342081822","https://sofacoustics.org/data/database/ss2/VTB342081822_1_processed.sofa","https://drive.google.com/file/d/1QDoa9O7ZrvtkLT3BAt1irnEmtmlG3Nt8/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1120",,"no",
"Human Listener","SS2","VVT129081722","VVT129081722","SS2-VVT129081722","https://sofacoustics.org/data/database/ss2/VVT129081722_1_processed.sofa","https://drive.google.com/file/d/1rA6oaZy1iO4n1gs3ibrImIhirRRhX8Rl/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1121",,"no",
"Human Listener","SS2","VXZ518081822","VXZ518081822","SS2-VXZ518081822","https://sofacoustics.org/data/database/ss2/VXZ518081822_1_processed.sofa","https://drive.google.com/file/d/1mmKS3g12vC5NkyEoMg3MQKiOj4lNiSa-/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1122",,"no",
"Human Listener","SS2","WAY893081622","WAY893081622","SS2-WAY893081622","https://sofacoustics.org/data/database/ss2/WAY893081622_1_processed.sofa","https://drive.google.com/file/d/1wPGC5TkihGJxpo1C84NYKRl9T5tX3dtM/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1123",,"no",
"Human Listener","SS2","WCW771081722","WCW771081722","SS2-WCW771081722","https://sofacoustics.org/data/database/ss2/WCW771081722_1_processed.sofa","https://drive.google.com/file/d/1knmX8B2g8ojjYaNv1njLKW1PmIIpyyia/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1124",,"no",
"Human Listener","SS2","WDF193081822","WDF193081822","SS2-WDF193081822","https://sofacoustics.org/data/database/ss2/WDF193081822_1_processed.sofa","https://drive.google.com/file/d/1QQXClx-D4NzMcUGm_juQbPhTtCEwBTJA/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1125",,"no",
"Human Listener","SS2","WKU639081822","WKU639081822","SS2-WKU639081822","https://sofacoustics.org/data/database/ss2/WKU639081822_1_processed.sofa","https://drive.google.com/file/d/1rbXhVUWgVqKRB-EtIsdyoAy6jNPHaz83/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1126",,"no",
"Human Listener","SS2","WYL447081722","WYL447081722","SS2-WYL447081722","https://sofacoustics.org/data/database/ss2/WYL447081722_1_processed.sofa","https://drive.google.com/file/d/1g99sm0HBFKVpsbgCO6yl_-Z8fN_xpzKs/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1127",,"no",
"Human Listener","SS2","WYP862081522","WYP862081522","SS2-WYP862081522","https://sofacoustics.org/data/database/ss2/WYP862081522_1_processed.sofa","https://drive.google.com/file/d/1aRxF_kIQ7dXqWWcb2IYkhEOec5n6bHjZ/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1128",,"no",
"Human Listener","SS2","XNU967081622","XNU967081622","SS2-XNU967081622","https://sofacoustics.org/data/database/ss2/XNU967081622_1_processed.sofa","https://drive.google.com/file/d/1XWILILRDx2FaaXWWzso-ZAJ5GS8E9xKB/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1129",,"no",
"Human Listener","SS2","XUT050081722","XUT050081722","SS2-XUT050081722","https://sofacoustics.org/data/database/ss2/XUT050081722_1_processed.sofa","https://drive.google.com/file/d/1R6a0qB5ai8QwJ8VVzso6iCmUS781jNJH/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1130",,"no",
"Human Listener","SS2","XYS014081722","XYS014081722","SS2-XYS014081722","https://sofacoustics.org/data/database/ss2/XYS014081722_1_processed.sofa","https://drive.google.com/file/d/1j2YXwbdPKjG-9zglL6oZwmzCI_x-TNXl/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1131",,"no",
"Human Listener","SS2","YBJ674081822","YBJ674081822","SS2-YBJ674081822","https://sofacoustics.org/data/database/ss2/YBJ674081822_3_processed.sofa","https://drive.google.com/file/d/1AZcdpq9Eb_0W42JVXp2iEN_xPwygTTR_/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1132",,"no",
"Human Listener","SS2","YFC356081622","YFC356081622","SS2-YFC356081622","https://sofacoustics.org/data/database/ss2/YFC356081622_1_processed.sofa","https://drive.google.com/file/d/1HWoYX-UcYYPlbng7VoU36ZI_Uvilba8t/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1133",,"no",
"Human Listener","SS2","YIM582081522","YIM582081522","SS2-YIM582081522","https://sofacoustics.org/data/database/ss2/YIM582081522_1_processed.sofa","https://drive.google.com/file/d/1glijUUh1kA5pDxkH3sN2NTty1d3UuP1w/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1134",,"no",
"Human Listener","SS2","YNB205081622","YNB205081622","SS2-YNB205081622","https://sofacoustics.org/data/database/ss2/YNB205081622_1_processed.sofa","https://drive.google.com/file/d/1SYo7eqqXn5lCjSFgJgZFt7TtHrBJf5wW/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1135",,"no",
"Human Listener","SS2","ZAJ571081822","ZAJ571081822","SS2-ZAJ571081822","https://sofacoustics.org/data/database/ss2/ZAJ571081822_1_processed.sofa","https://drive.google.com/file/d/13LDo6nqerTzpQcYIe2WsWEXOfE70_JQo/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1136",,"no",
"Human Listener","SS2","ZCT429081522","ZCT429081522","SS2-ZCT429081522","https://sofacoustics.org/data/database/ss2/ZCT429081522_1_processed.sofa","https://drive.google.com/file/d/1i8xGnZdXRxDF8l8FQbfPu-C5fIdlUr8K/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1137",,"no",
"Human Listener","SS2","ZPG434081822","ZPG434081822","SS2-ZPG434081822","https://sofacoustics.org/data/database/ss2/ZPG434081822_1_processed.sofa","https://drive.google.com/file/d/1xA9cSH9LNXb8kqRmp6je-mxpIwh9Sr0c/view?usp=drive_link",,,"no","high","no","3.1.0","1.0.1",,"no","no",,,,,"1138",,"no",
